IATA Code,Airport Name,Country,City,TimeZone
KHM,Kanti Airport,Burma,Khamti,Asia/Rangoon
DLI,Lien Khuong Airport,Vietnam,Dalat,Asia/Saigon
VDH,Dong Hoi Airport,Vietnam,Dong Hoi,Asia/Saigon
VKG,Rach Gia Airport,Vietnam,Rach Gia,Asia/Saigon
CAH,CÃ  Mau Airport,Vietnam,Ca Mau,Asia/Saigon
VCL,Chu Lai International Airport,Vietnam,Chu Lai,Asia/Saigon
TBB,Dong Tac Airport,Vietnam,Tuy Hoa,Asia/Saigon
PYY,Mae Hong Son Airport,Thailand,Pai,Asia/Bangkok
BWK,Bol Airport,Croatia,Brac,Europe/Zagreb
NSI,YaoundÃ© Nsimalen International Airport,Cameroon,Yaounde,Africa/Douala
CKY,Conakry International Airport,Guinea,Conakry,Africa/Conakry
AAH,Aachen-MerzbrÃ¼ck Airport,Germany,Aachen,Europe/Berlin
FKB,Karlsruhe Baden-Baden Airport,Germany,Karlsruhe/Baden-Baden,Europe/Berlin
SFB,Orlando Sanford International Airport,United States,Sanford,America/New_York
JST,John Murtha Johnstown Cambria County Airport,United States,Johnstown,America/New_York
LUA,Lukla Airport,Nepal,Lukla,Asia/Katmandu
BHP,Bhojpur Airport,Nepal,Bhojpur,Asia/Katmandu
LDN,Lamidanda Airport,Nepal,Lamidanda,Asia/Katmandu
JMO,Jomsom Airport,Nepal,Jomsom,Asia/Katmandu
NGX,Manang Airport,Nepal,Manang,Asia/Katmandu
PPL,Phaplu Airport,Nepal,Phaplu,Asia/Katmandu
RUM,Rumjatar Airport,Nepal,Rumjatar,Asia/Katmandu
DNP,Tulsipur Airport,Nepal,Dang,Asia/Katmandu
RUK,Rukum Chaurjahari Airport,Nepal,Rukumkot,Asia/Katmandu
JUM,Jumla Airport,Nepal,Jumla,Asia/Katmandu
TPJ,Taplejung Airport,Nepal,Taplejung,Asia/Katmandu
TMI,Tumling Tar Airport,Nepal,Tumling Tar,Asia/Katmandu
SKH,Surkhet Airport,Nepal,Surkhet,Asia/Katmandu
IMK,Simikot Airport,Nepal,Simikot,Asia/Katmandu
DOP,Dolpa Airport,Nepal,Dolpa,Asia/Katmandu
BJH,Bajhang Airport,Nepal,Bajhang,Asia/Katmandu
DHI,Dhangarhi Airport,Nepal,Dhangarhi,Asia/Katmandu
MWX,Muan International Airport,South Korea,Muan,Asia/Seoul
JTY,Astypalaia Airport,Greece,Astypalaia,Europe/Athens
JIK,Ikaria Airport,Greece,Ikaria,Europe/Athens
JKL,Kalymnos Airport,Greece,Kalymnos,Europe/Athens
MLO,Milos Airport,Greece,Milos,Europe/Athens
JNX,Naxos Airport,Greece,Cyclades Islands,Europe/Athens
PAS,Paros National Airport,Greece,Paros,Europe/Athens
KZS,Kastelorizo Airport,Greece,Kastelorizo,Europe/Athens
RMF,Marsa Alam International Airport,Egypt,Marsa Alam,Africa/Cairo
NRN,Weeze Airport,Germany,Weeze,Europe/Berlin
USU,Francisco B. Reyes Airport,Philippines,Busuanga,Asia/Manila
BXU,Bancasi Airport,Philippines,Butuan,Asia/Manila
DPL,Dipolog Airport,Philippines,Dipolog,Asia/Manila
LAO,Laoag International Airport,Philippines,Laoag,Asia/Manila
LGP,Legazpi City International Airport,Philippines,Legazpi,Asia/Manila
OZC,Labo Airport,Philippines,Ozamis,Asia/Manila
CEB,Mactan Cebu International Airport,Philippines,Cebu,Asia/Manila
NOD,Norden-Norddeich Airport,Germany,Norden,Europe/Berlin
JUI,Juist Airport,Germany,Juist,Europe/Berlin
BPS,Porto Seguro Airport,Brazil,Porto Seguro,America/Fortaleza
QIG,Iguatu Airport,Brazil,Iguatu,America/Fortaleza
PMW,Brigadeiro Lysias Rodrigues Airport,Brazil,Palmas,America/Fortaleza
CLV,Nelson Ribeiro GuimarÃ£es Airport,Brazil,Caldas Novas,America/Sao_Paulo
MSO,Missoula International Airport,United States,Missoula,America/Denver
BKQ,Blackall Airport,Australia,Blackall,Australia/Brisbane
BDB,Bundaberg Airport,Australia,Bundaberg,Australia/Brisbane
GCN,Grand Canyon National Park Airport,United States,Grand Canyon,America/Phoenix
SGR,Sugar Land Regional Airport,United States,Sugar Land,America/Chicago
\N,Hayman Island Heliport,Australia,Hayman Island,Australia/Brisbane
APA,Centennial Airport,United States,Denver,America/Denver
CVN,Clovis Municipal Airport,United States,Clovis,America/Denver
FST,Fort Stockton Pecos County Airport,United States,Fort Stockton,America/Chicago
LVS,Las Vegas Municipal Airport,United States,Las Vegas,America/Denver
IWS,West Houston Airport,United States,Houston,America/Chicago
\N,La Junta Municipal Airport,United States,La Junta,America/Denver
LRU,Las Cruces International Airport,United States,Las Cruces,America/Denver
BKD,Stephens County Airport,United States,Breckenridge,America/Chicago
TPL,Draughon Miller Central Texas Regional Airport,United States,Temple,America/Chicago
OZA,Ozona Municipal Airport,United States,Ozona,America/Chicago
KDM,Kaadedhdhoo Airport,Maldives,Kaadedhdhoo,Indian/Maldives
LAK,Aklavik/Freddie Carmichael Airport,Canada,Aklavik,America/Edmonton
YWJ,DÃ©line Airport,Canada,Deline,America/Edmonton
ZFN,Tulita Airport,Canada,Tulita,America/Edmonton
YGH,Fort Good Hope Airport,Canada,Fort Good Hope,America/Edmonton
TAH,Tanna Airport,Vanuatu,Tanna,Pacific/Efate
YPC,Paulatuk (Nora Aliqatchialuk Ruben) Airport,Canada,Paulatuk,America/Edmonton
SRZ,El Trompillo Airport,Bolivia,Santa Cruz,America/La_Paz
SAB,Juancho E. Yrausquin Airport,Netherlands Antilles,Saba,America/Curacao
EGE,Eagle County Regional Airport,United States,Vail,America/Denver
SKN,Stokmarknes Skagen Airport,Norway,Stokmarknes,Europe/Oslo
CGF,Cuyahoga County Airport,United States,Richmond Heights,America/New_York
MFD,Mansfield Lahm Regional Airport,United States,Mansfield,America/New_York
CSG,Columbus Metropolitan Airport,United States,Columbus,America/New_York
LAW,Lawton Fort Sill Regional Airport,United States,Lawton,America/Chicago
FNL,Northern Colorado Regional Airport,United States,Fort Collins,America/Denver
FLG,Flagstaff Pulliam Airport,United States,Flagstaff,America/Phoenix
TVL,Lake Tahoe Airport,United States,South Lake Tahoe,America/Los_Angeles
TWF,Joslin Field Magic Valley Regional Airport,United States,Twin Falls,America/Denver
MVY,Martha's Vineyard Airport,United States,Vineyard Haven MA,America/New_York
CON,Concord Municipal Airport,United States,Concord NH,America/New_York
GON,Groton New London Airport,United States,Groton CT,America/New_York
STC,St Cloud Regional Airport,United States,Saint Cloud,America/Chicago
BPE,Qinhuangdao Beidaihe Airport,Burma,Bagan,Asia/Shanghai
GTR,Golden Triangle Regional Airport,United States,Columbus Mississippi,America/Chicago
GOJ,Nizhny Novgorod Strigino International Airport,Russia,Nizhniy Novgorod,Europe/Moscow
HQM,Bowerman Airport,United States,Hoquiam,America/Los_Angeles
ERI,Erie International Tom Ridge Field,United States,Erie,America/New_York
HYA,Barnstable Municipal Boardman Polando Field,United States,Barnstable,America/New_York
SPR,San Pedro Airport,Belize,San Pedro,America/Belize
SDX,Sedona Airport,United States,Sedona,America/Phoenix
MGW,Morgantown Municipal Walter L. Bill Hart Field,United States,Morgantown,America/New_York
CRW,Yeager Airport,United States,Charleston,America/New_York
AVP,Wilkes Barre Scranton International Airport,United States,Scranton,America/New_York
BJI,Bemidji Regional Airport,United States,Bemidji,America/Chicago
THG,Thangool Airport,Australia,Biloela,Australia/Brisbane
FGI,Fagali'i Airport,Samoa,Apia,Pacific/Apia
BNK,Ballina Byron Gateway Airport,Australia,Ballina Byron Bay,Australia/Sydney
FAR,Hector International Airport,United States,Fargo,America/Chicago
MKC,Charles B. Wheeler Downtown Airport,United States,Kansas City,America/Chicago
RBE,Ratanakiri Airport,Cambodia,Ratanakiri,Asia/Phnom_Penh
GCC,Gillette Campbell County Airport,United States,Gillette,America/Denver
TOF,Bogashevo Airport,Russia,Tomsk,Asia/Krasnoyarsk
NZJ,El Toro Marine Corps Air Station,United States,Santa Ana,America/Los_Angeles
PHY,Phetchabun Airport,Thailand,Phetchabun,Asia/Bangkok
CJM,Chumphon Airport,Thailand,Chumphon,Asia/Bangkok
JZH,Jiuzhai Huanglong Airport,China,Jiuzhaigou,Asia/Shanghai
SWA,Jieyang Chaoshan International Airport,China,Shantou,Asia/Shanghai
\N,Enghien Moisselles Airfield,France,Enghien-moisselles,Europe/Paris
GEO,Cheddi Jagan International Airport,Guyana,Georgetown,America/Guyana
AGT,Guarani International Airport,Paraguay,Ciudad del Este,America/Asuncion
OGL,Eugene F. Correira International Airport,Guyana,Georgetown,America/Guyana
KAI,Kaieteur International Airport,Guyana,Kaieteur,America/Guyana
DNH,Dunhuang Airport,China,Dunhuang,Asia/Shanghai
AOI,Ancona Falconara Airport,Italy,Ancona,Europe/Rome
\N,Chamonate Airport,Chile,Copiapo,America/Santiago
TCP,Taba International Airport,Egypt,Taba,Africa/Cairo
LYB,Edward Bodden Airfield,Cayman Islands,Little Cayman,America/Cayman
BJV,Milas Bodrum International Airport,Turkey,Bodrum,Europe/Istanbul
TBJ,Tabarka 7 Novembre Airport,Tunisia,Tabarka,Africa/Tunis
SAW,Sabiha GÃ¶kÃ§en International Airport,Turkey,Istanbul,Europe/Istanbul
SCE,University Park Airport,United States,State College Pennsylvania,America/New_York
BME,Broome International Airport,Australia,Broome,Australia/Perth
NTL,Newcastle Airport,Australia,Newcastle,Australia/Sydney
\N,Bakki Airport,Iceland,Bakki,Atlantic/Reykjavik
KLU,Klagenfurt Airport,Austria,Klagenfurt,Europe/Vienna
HFT,Hammerfest Airport,Norway,Hammerfest,Europe/Oslo
HVG,Valan Airport,Norway,Honningsvag,Europe/Oslo
MEH,Mehamn Airport,Norway,Mehamn,Europe/Oslo
VDS,VadsÃ¸ Airport,Norway,VadsÃ¸,Europe/Oslo
IKA,Imam Khomeini International Airport,Iran,Tehran,Asia/Tehran
MHD,Mashhad International Airport,Iran,Mashhad,Asia/Tehran
UIK,Ust-Ilimsk Airport,Russia,Ust Ilimsk,Asia/Irkutsk
MEI,Key Field,United States,Meridian,America/Chicago
SPI,Abraham Lincoln Capital Airport,United States,Springfield,America/Chicago
CEZ,Cortez Municipal Airport,United States,Cortez,America/Denver
HDN,Yampa Valley Airport,United States,Hayden,America/Denver
GUP,Gallup Municipal Airport,United States,Gallup,America/Denver
LBL,Liberal Mid-America Regional Airport,United States,Liberal,America/Chicago
LAA,Lamar Municipal Airport,United States,Lamar,America/Denver
GLD,Renner Field-Goodland Municipal Airport,United States,Goodland,America/Denver
COD,Yellowstone Regional Airport,United States,Cody,America/Denver
HOV,"Ã˜rsta-Volda Airport, Hovden",Norway,Orsta-Volda,Europe/Oslo
ISC,St. Mary's Airport,United Kingdom,ST MARY\'S,Europe/London
SGF,Springfield Branson National Airport,United States,Springfield,America/Chicago
NVK,Narvik Framnes Airport,Norway,Narvik,Europe/Oslo
BVG,BerlevÃ¥g Airport,Norway,Berlevag,Europe/Oslo
FBU,"Oslo, Fornebu Airport",Norway,Oslo,Europe/Oslo
NSK,Norilsk-Alykel Airport,Russia,Norilsk,Asia/Krasnoyarsk
AAQ,Anapa Vityazevo Airport,Russia,Anapa,Europe/Moscow
JLN,Joplin Regional Airport,United States,Joplin,America/Chicago
ABE,Lehigh Valley International Airport,United States,Allentown,America/New_York
XNA,Northwest Arkansas Regional Airport,United States,Bentonville,America/Chicago
GUW,Atyrau Airport,Kazakhstan,Atyrau,Asia/Oral
KZO,Kzyl-Orda Southwest Airport,Kazakhstan,Kzyl-Orda,Asia/Qyzylorda
SBN,South Bend Regional Airport,United States,South Bend,America/New_York
BKA,Bykovo Airport,Russia,Moscow,Europe/Moscow
ARH,Talagi Airport,Russia,Arkhangelsk,Europe/Moscow
RTW,Saratov Central Airport,Russia,Saratov,Europe/Moscow
NUX,Novy Urengoy Airport,Russia,Novy Urengoy,Asia/Yekaterinburg
NOJ,Noyabrsk Airport,Russia,Noyabrsk,Asia/Yekaterinburg
SCO,Aktau Airport,Kazakhstan,Aktau,Asia/Oral
UCT,Ukhta Airport,Russia,Ukhta,Europe/Moscow
USK,Usinsk Airport,Russia,Usinsk,Europe/Moscow
PEX,Pechora Airport,Russia,Pechora,Europe/Moscow
NNM,Naryan Mar Airport,Russia,Naryan-Mar,Europe/Moscow
PKV,Pskov Airport,Russia,Pskov,Europe/Moscow
KGP,Kogalym International Airport,Russia,Kogalym,Asia/Yekaterinburg
KJA,Yemelyanovo Airport,Russia,Krasnoyarsk,Asia/Krasnoyarsk
KGF,Sary-Arka Airport,Kazakhstan,Karaganda,Asia/Qyzylorda
\N,Novosibirsk North Airport,Russia,Novosibirsk,Asia/Krasnoyarsk
URJ,Uray Airport,Russia,Uraj,Asia/Yekaterinburg
IWA,Ivanovo South Airport,Russia,Ivanovo,Europe/Moscow
CGQ,Longjia Airport,China,Changchun,Asia/Shanghai
KIJ,Niigata Airport,Japan,Niigata,Asia/Tokyo
JON,Johnston Atoll Airport,Johnston Atoll,Johnston Island,Pacific/Johnston
SMD,Smith Field,United States,Fort Wayne IN,America/New_York
ACV,California Redwood Coast-Humboldt County Airport,United States,Arcata CA,America/Los_Angeles
OAJ,Albert J Ellis Airport,United States,Jacksonville NC,America/New_York
TCL,Tuscaloosa Regional Airport,United States,Tuscaloosa AL,America/Chicago
DBQ,Dubuque Regional Airport,United States,Dubuque IA,America/Chicago
HHP,Shun Tak Heliport,Hong Kong,Hong Kong,Asia/Hong_Kong
ATD,Uru Harbour Airport,Solomon Islands,Atoifi,Pacific/Guadalcanal
AKS,Gwaunaru'u Airport,Solomon Islands,Auki,Pacific/Guadalcanal
BAS,Ballalae Airport,Solomon Islands,Ballalae,Pacific/Guadalcanal
FRE,Fera/Maringe Airport,Solomon Islands,Fera Island,Pacific/Guadalcanal
MBU,Babanakira Airport,Solomon Islands,Mbambanakira,Pacific/Guadalcanal
IRA,Ngorangora Airport,Solomon Islands,Kirakira,Pacific/Guadalcanal
SCZ,Santa Cruz/Graciosa Bay/Luova Airport,Solomon Islands,Santa Cruz/Graciosa Bay/Luova,Pacific/Guadalcanal
MUA,Munda Airport,Solomon Islands,Munda,Pacific/Guadalcanal
GZO,Nusatupe Airport,Solomon Islands,Gizo,Pacific/Guadalcanal
MNY,Mono Airport,Solomon Islands,Stirling Island,Pacific/Guadalcanal
RNL,Rennell/Tingoa Airport,Solomon Islands,Rennell Island,Pacific/Guadalcanal
RUS,Marau Airport,Solomon Islands,Marau,Pacific/Guadalcanal
VAO,Suavanao Airport,Solomon Islands,Suavanao,Pacific/Guadalcanal
KGE,Kaghau Airport,Solomon Islands,Kagau Island,Pacific/Guadalcanal
RBV,Ramata Airport,Solomon Islands,Ramata,Pacific/Guadalcanal
BUA,Buka Airport,Papua New Guinea,Buka Island,Pacific/Port_Moresby
CMU,Chimbu Airport,Papua New Guinea,Kundiawa,Pacific/Port_Moresby
DAU,Daru Airport,Papua New Guinea,Daru,Pacific/Port_Moresby
GUR,Gurney Airport,Papua New Guinea,Gurney,Pacific/Port_Moresby
PNP,Girua Airport,Papua New Guinea,Girua,Pacific/Port_Moresby
HKN,Kimbe Airport,Papua New Guinea,Hoskins,Pacific/Port_Moresby
UNG,Kiunga Airport,Papua New Guinea,Kiunga,Pacific/Port_Moresby
KRI,Kikori Airport,Papua New Guinea,Kikori,Pacific/Port_Moresby
KMA,Kerema Airport,Papua New Guinea,Kerema,Pacific/Port_Moresby
KVG,Kavieng Airport,Papua New Guinea,Kavieng,Pacific/Port_Moresby
MDU,Mendi Airport,Papua New Guinea,Mendi,Pacific/Port_Moresby
MAS,Momote Airport,Papua New Guinea,Momote,Pacific/Port_Moresby
MXH,Moro Airport,Papua New Guinea,Moro,Pacific/Port_Moresby
MIS,Misima Island Airport,Papua New Guinea,Misima Island,Pacific/Port_Moresby
TIZ,Tari Airport,Papua New Guinea,Tari,Pacific/Port_Moresby
TBG,Tabubil Airport,Papua New Guinea,Tabubil,Pacific/Port_Moresby
RAB,Tokua Airport,Papua New Guinea,Tokua,Pacific/Port_Moresby
VAI,Vanimo Airport,Papua New Guinea,Vanimo,Pacific/Port_Moresby
WBM,Wapenamanda Airport,Papua New Guinea,Wapenamanda,Pacific/Port_Moresby
LLU,Alluitsup Paa Heliport,Greenland,Alluitsup Paa,America/Godthab
CNP,Neerlerit Inaat Airport,Greenland,Neerlerit Inaat,America/Scoresbysund
JFR,Paamiut Heliport,Greenland,Paamiut,America/Godthab
JGO,Qeqertarsuaq Heliport,Greenland,Qeqertarsuaq Airport,America/Godthab
JJU,Qaqortoq Heliport,Greenland,Qaqortoq,America/Godthab
JSU,Maniitsoq Airport,Greenland,Maniitsoq,America/Godthab
JNN,Nanortalik Heliport,Greenland,Nanortalik,America/Godthab
JNS,Narsaq Heliport,Greenland,Narsaq,America/Godthab
NAQ,Qaanaaq Airport,Greenland,Qaanaaq,America/Thule
JHS,Sisimiut Airport,Greenland,Sisimiut,America/Godthab
JUV,Upernavik Airport,Greenland,Upernavik,America/Godthab
JQA,Qaarsut Airport,Greenland,Uummannaq,America/Godthab
GRY,GrÃ­msey Airport,Iceland,GrÃ­msey,Atlantic/Reykjavik
THO,Thorshofn Airport,Iceland,Thorshofn,Atlantic/Reykjavik
VPN,VopnafjÃ¶rÃ°ur Airport,Iceland,VopnafjÃ¶rÃ°ur,Atlantic/Reykjavik
YWS,Whistler/Green Lake Water Aerodrome,Canada,Whistler,America/Vancouver
YAA,Anahim Lake Airport,Canada,Anahim Lake,America/Vancouver
YWM,Williams Harbour Airport,Canada,Williams Harbour,America/St_Johns
YFX,St. Lewis (Fox Harbour) Airport,Canada,St. Lewis,America/St_Johns
YHA,Port Hope Simpson Airport,Canada,Port Hope Simpson,America/St_Johns
YRG,Rigolet Airport,Canada,Rigolet,America/Halifax
YCK,Colville Lake Airport,Canada,Colville Lake,America/Edmonton
YLE,WhatÃ¬ Airport,Canada,WhatÃ¬,America/Edmonton
SUR,Summer Beaver Airport,Canada,Summer Beaver,America/Toronto
YAX,Wapekeka Airport,Canada,Angling Lake,America/Winnipeg
WNN,Wunnumin Lake Airport,Canada,Wunnumin Lake,America/Toronto
YNO,North Spirit Lake Airport,Canada,North Spirit Lake,America/Winnipeg
XBE,Bearskin Lake Airport,Canada,Bearskin Lake,America/Winnipeg
KIF,Kingfisher Lake Airport,Canada,Kingfisher Lake,America/Toronto
YOG,Ogoki Post Airport,Canada,Ogoki Post,America/Toronto
YHP,Poplar Hill Airport,Canada,Poplar Hill,America/Winnipeg
YKU,Chisasibi Airport,Canada,Chisasibi,America/Toronto
ZTB,TÃªte-Ã -la-Baleine Airport,Canada,TÃªte-Ã -la-Baleine,America/Blanc-Sablon
ZLT,La TabatiÃ¨re Airport,Canada,La TabatiÃ¨re,America/Blanc-Sablon
YAC,Cat Lake Airport,Canada,Cat Lake,America/Winnipeg
YAG,Fort Frances Municipal Airport,Canada,Fort Frances,America/Winnipeg
XKS,Kasabonika Airport,Canada,Kasabonika,America/Toronto
YKG,Kangirsuk Airport,Canada,Kangirsuk,America/Toronto
YAT,Attawapiskat Airport,Canada,Attawapiskat,America/Toronto
\N,Lac Du Bonnet Airport,Canada,Lac Du Bonnet,America/Winnipeg
